# BUSCO version is: 6.0.0 
# The lineage dataset is: diptera_odb10 (Creation date: 2024-01-08, number of genomes: 56, number of BUSCOs: 3285)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
61425at7147	Complete	ptg000001l	9755780	9756817	+	406.6	211	https://v10-1.orthodb.org/?query=61425at7147	ATP synthase, F0 complex, subunit B
61516at7147	Complete	ptg000009l	23482490	23481872	-	247.0	141	https://v10-1.orthodb.org/?query=61516at7147	Protein SYS1 homolog
61562at7147	Complete	ptg000010l	10858573	10857838	-	378.1	205	https://v10-1.orthodb.org/?query=61562at7147	CTLH, C-terminal LisH motif
61566at7147	Complete	ptg000002l	17716844	17717639	+	360.8	199	https://v10-1.orthodb.org/?query=61566at7147	Leucine-rich repeat
61573at7147	Complete	ptg000009l	16864808	16863540	-	330.0	193	https://v10-1.orthodb.org/?query=61573at7147	Nucleosome assembly protein (NAP)
61593at7147	Complete	ptg000003l	20536287	20535046	-	409.1	282	https://v10-1.orthodb.org/?query=61593at7147	Winged helix-like DNA-binding domain superfamily
61606at7147	Complete	ptg000003l	3564594	3565511	+	264.7	130	https://v10-1.orthodb.org/?query=61606at7147	NADH-ubiquinone oxidoreductase, subunit 10
61627at7147	Complete	ptg000009l	7032097	7032962	+	318.7	161	https://v10-1.orthodb.org/?query=61627at7147	L27 domain
61651at7147	Complete	ptg000001l	7268483	7267651	-	287.2	189	https://v10-1.orthodb.org/?query=61651at7147	Mediator of RNA polymerase II transcription subunit 4
61663at7147	Complete	ptg000001l	15870447	15871567	+	328.1	219	https://v10-1.orthodb.org/?query=61663at7147	Protein of unknown function with TPD sequence-motif
61689at7147	Complete	ptg000003l	20262801	20261694	-	259.6	145	https://v10-1.orthodb.org/?query=61689at7147	6-pyruvoyl tetrahydropterin synthase/QueD family
61729at7147	Complete	ptg000002l	14914038	14913295	-	326.2	154	https://v10-1.orthodb.org/?query=61729at7147	Peptidyl-prolyl cis-trans isomerase
61733at7147	Complete	ptg000003l	8669672	8669255	-	242.3	127	https://v10-1.orthodb.org/?query=61733at7147	Ribosomal protein L51, mitochondrial
61738at7147	Complete	ptg000002l	1257353	1256538	-	274.3	136	https://v10-1.orthodb.org/?query=61738at7147	Ribosomal protein L11, C-terminal
61798at7147	Complete	ptg000010l	7281134	7271916	-	439.0	233	https://v10-1.orthodb.org/?query=61798at7147	Perilipin
61812at7147	Complete	ptg000009l	5184837	5186483	+	535.2	299	https://v10-1.orthodb.org/?query=61812at7147	Winged helix-like DNA-binding domain superfamily
61813at7147	Complete	ptg000001l	20469780	20467067	-	265.8	207	https://v10-1.orthodb.org/?query=61813at7147	Cut8/Sts1 superfamily
61929at7147	Complete	ptg000014l	5255628	5254944	-	215.0	159	https://v10-1.orthodb.org/?query=61929at7147	GNAT domain
61944at7147	Complete	ptg000002l	14572933	14572181	-	310.7	171	https://v10-1.orthodb.org/?query=61944at7147	Transmembrane protein 223
61958at7147	Complete	ptg000009l	7935829	7934795	-	287.8	226	https://v10-1.orthodb.org/?query=61958at7147	Rab-GTPase-TBC domain
61970at7147	Complete	ptg000003l	6225923	6226427	+	334.0	161	https://v10-1.orthodb.org/?query=61970at7147	Actin-related protein 2/3 complex subunit 4
61981at7147	Complete	ptg000001l	8224720	8223844	-	342.1	163	https://v10-1.orthodb.org/?query=61981at7147	Ubiquitin-conjugating enzyme, active site
61996at7147	Complete	ptg000001l	18722213	18721533	-	353.8	180	https://v10-1.orthodb.org/?query=61996at7147	Snf7 family
61997at7147	Complete	ptg000011l	810352	809840	-	149.8	76	https://v10-1.orthodb.org/?query=61997at7147	Ribosomal protein L15e
62037at7147	Complete	ptg000001l	1648620	1647460	-	393.0	219	https://v10-1.orthodb.org/?query=62037at7147	Vta1, C-terminal
62098at7147	Complete	ptg000001l	1963332	1962648	-	113.7	106	https://v10-1.orthodb.org/?query=62098at7147	uncharacterized protein LOC108100368
62135at7147	Complete	ptg000001l	905099	906506	+	383.0	256	https://v10-1.orthodb.org/?query=62135at7147	Zinc finger C2H2 superfamily
62155at7147	Complete	ptg000003l	19767892	19767228	-	213.1	139	https://v10-1.orthodb.org/?query=62155at7147	Higher eukaryotic phosphomevalonate kinase
62165at7147	Complete	ptg000009l	5913559	5912999	-	256.7	114	https://v10-1.orthodb.org/?query=62165at7147	uncharacterized protein LOC108095880
62166at7147	Complete	ptg000014l	4351456	4352029	+	232.1	151	https://v10-1.orthodb.org/?query=62166at7147	Mitochondrial import inner membrane translocase subunit Tim29
62188at7147	Complete	ptg000002l	379421	378356	-	245.4	184	https://v10-1.orthodb.org/?query=62188at7147	Protein CDV3
62190at7147	Complete	ptg000002l	15283260	15284153	+	342.1	187	https://v10-1.orthodb.org/?query=62190at7147	Ribosome assembly factor mrt4
62207at7147	Complete	ptg000001l	22877361	22876751	-	239.4	134	https://v10-1.orthodb.org/?query=62207at7147	ER membrane protein complex subunit 4
62219at7147	Complete	ptg000003l	8688538	8693712	+	343.0	292	https://v10-1.orthodb.org/?query=62219at7147	uncharacterized protein LOC108100980
62268at7147	Complete	ptg000003l	19230483	19229202	-	387.3	245	https://v10-1.orthodb.org/?query=62268at7147	Tetratricopeptide repeat
62276at7147	Complete	ptg000003l	10070564	10069928	-	308.6	160	https://v10-1.orthodb.org/?query=62276at7147	Translocon-associated protein subunit gamma
62292at7147	Complete	ptg000010l	6782459	6781752	-	298.3	153	https://v10-1.orthodb.org/?query=62292at7147	Ribosomal protein/NADH dehydrogenase domain
62299at7147	Complete	ptg000003l	8517401	8518115	+	186.8	149	https://v10-1.orthodb.org/?query=62299at7147	CSN8/PSMD8/EIF3K
62308at7147	Complete	ptg000009l	21929603	21930469	+	208.5	158	https://v10-1.orthodb.org/?query=62308at7147	Protease inhibitor I35 (TIMP)
62316at7147	Complete	ptg000001l	8994073	8994997	+	316.5	176	https://v10-1.orthodb.org/?query=62316at7147	Golgi apparatus membrane protein TVP23 homolog
62360at7147	Complete	ptg000014l	7197116	7198882	+	609.9	494	https://v10-1.orthodb.org/?query=62360at7147	Peptidase C14, caspase non-catalytic subunit p10
62374at7147	Complete	ptg000001l	229152	228460	-	152.3	125	https://v10-1.orthodb.org/?query=62374at7147	uncharacterized protein LOC108099107
62418at7147	Complete	ptg000001l	15853979	15848626	-	256.5	162	https://v10-1.orthodb.org/?query=62418at7147	Calcium channel flower
62437at7147	Complete	ptg000009l	13075888	13075186	-	252.8	179	https://v10-1.orthodb.org/?query=62437at7147	coiled-coil domain-containing protein 124
62447at7147	Complete	ptg000009l	8118054	8119064	+	327.9	189	https://v10-1.orthodb.org/?query=62447at7147	transmembrane protein 179
62475at7147	Complete	ptg000009l	13438440	13440802	+	407.6	411	https://v10-1.orthodb.org/?query=62475at7147	uncharacterized protein LOC108087243
62487at7147	Complete	ptg000009l	18435357	18434170	-	359.8	223	https://v10-1.orthodb.org/?query=62487at7147	BART domain
62494at7147	Complete	ptg000009l	11276247	11275006	-	289.9	246	https://v10-1.orthodb.org/?query=62494at7147	Zinc finger, HIT-type
62507at7147	Complete	ptg000002l	12139293	12139841	+	295.9	156	https://v10-1.orthodb.org/?query=62507at7147	CXXC motif containing zinc binding protein, eukaryotic
62527at7147	Complete	ptg000003l	13520447	13521222	+	281.4	168	https://v10-1.orthodb.org/?query=62527at7147	Glutaredoxin
62531at7147	Complete	ptg000009l	21355109	21354299	-	263.8	161	https://v10-1.orthodb.org/?query=62531at7147	Protein of unknown function DM4/12
62544at7147	Complete	ptg000009l	17230681	17229853	-	275.5	211	https://v10-1.orthodb.org/?query=62544at7147	Ribosomal RNA-processing protein 15
62640at7147	Complete	ptg000009l	24227910	24226505	-	396.9	264	https://v10-1.orthodb.org/?query=62640at7147	Transcription initiation factor TFIID subunit 7
62645at7147	Complete	ptg000002l	1197891	1195890	-	211.4	144	https://v10-1.orthodb.org/?query=62645at7147	Domain of unknown function DUF4802
62664at7147	Complete	ptg000001l	12028384	12027670	-	370.1	202	https://v10-1.orthodb.org/?query=62664at7147	Phosducin, thioredoxin-like domain
62670at7147	Complete	ptg000002l	5002424	5003180	+	343.8	209	https://v10-1.orthodb.org/?query=62670at7147	Mediator of RNA polymerase II transcription subunit 8
62679at7147	Complete	ptg000009l	11032011	11029222	-	273.0	157	https://v10-1.orthodb.org/?query=62679at7147	DM DNA-binding domain
62707at7147	Complete	ptg000010l	10988995	10989503	+	241.1	126	https://v10-1.orthodb.org/?query=62707at7147	Actin-depolymerising factor homology domain
62712at7147	Complete	ptg000001l	11745003	11744479	-	245.4	118	https://v10-1.orthodb.org/?query=62712at7147	Protein quiver
62714at7147	Complete	ptg000002l	16277013	16276429	-	285.7	144	https://v10-1.orthodb.org/?query=62714at7147	RNA-binding domain superfamily
62739at7147	Complete	ptg000002l	4031099	4031895	+	289.5	172	https://v10-1.orthodb.org/?query=62739at7147	Glycolipid transfer protein domain
62774at7147	Complete	ptg000009l	11289632	11290354	+	238.3	134	https://v10-1.orthodb.org/?query=62774at7147	Erg28
62825at7147	Complete	ptg000009l	24122557	24124515	+	490.9	391	https://v10-1.orthodb.org/?query=62825at7147	Ubiquitin-associated domain
62833at7147	Complete	ptg000001l	1661071	1662062	+	387.0	222	https://v10-1.orthodb.org/?query=62833at7147	Telomere length and silencing protein 1
62890at7147	Complete	ptg000001l	18144967	18145702	+	234.4	163	https://v10-1.orthodb.org/?query=62890at7147	28S ribosomal protein S26
62959at7147	Complete	ptg000009l	2899937	2898416	-	206.0	123	https://v10-1.orthodb.org/?query=62959at7147	Reeler domain
62998at7147	Complete	ptg000009l	13078305	13077389	-	361.0	226	https://v10-1.orthodb.org/?query=62998at7147	Pyrroline-5-carboxylate reductase
63025at7147	Complete	ptg000001l	21299582	21298971	-	230.6	121	https://v10-1.orthodb.org/?query=63025at7147	Glycine cleavage system H protein
63078at7147	Complete	ptg000009l	497829	499061	+	336.7	202	https://v10-1.orthodb.org/?query=63078at7147	60S ribosomal protein L6
63091at7147	Complete	ptg000014l	1145262	1146379	+	335.3	199	https://v10-1.orthodb.org/?query=63091at7147	Luc7-related
63174at7147	Complete	ptg000009l	21910329	21911068	+	162.4	115	https://v10-1.orthodb.org/?query=63174at7147	EF-hand domain
63194at7147	Complete	ptg000002l	1619671	1618968	-	282.8	145	https://v10-1.orthodb.org/?query=63194at7147	Ribosomal protein/NADH dehydrogenase domain
63205at7147	Complete	ptg000001l	20536212	20532539	-	227.9	158	https://v10-1.orthodb.org/?query=63205at7147	BNIP3
63304at7147	Complete	ptg000009l	15395013	15395751	+	198.0	133	https://v10-1.orthodb.org/?query=63304at7147	Homeobox domain
63305at7147	Complete	ptg000009l	9043377	9045662	+	334.8	257	https://v10-1.orthodb.org/?query=63305at7147	WW domain
63380at7147	Complete	ptg000002l	7757374	7756643	-	137.6	124	https://v10-1.orthodb.org/?query=63380at7147	PH-like domain superfamily
63398at7147	Complete	ptg000003l	17765679	17766435	+	267.6	139	https://v10-1.orthodb.org/?query=63398at7147	Myc-type, basic helix-loop-helix (bHLH) domain
63412at7147	Complete	ptg000001l	13423327	13422267	-	466.1	276	https://v10-1.orthodb.org/?query=63412at7147	Protein of unknown function DUF92, TMEM19
63427at7147	Complete	ptg000010l	3498743	3498230	-	294.4	132	https://v10-1.orthodb.org/?query=63427at7147	G10 protein
63429at7147	Complete	ptg000006l	781327	780857	-	267.6	122	https://v10-1.orthodb.org/?query=63429at7147	Ubiquitin-conjugating enzyme E2
63435at7147	Complete	ptg000014l	2206322	2206736	+	284.5	133	https://v10-1.orthodb.org/?query=63435at7147	EF-hand domain
63439at7147	Complete	ptg000009l	7934262	7934745	+	261.9	132	https://v10-1.orthodb.org/?query=63439at7147	28S ribosomal protein S24, mitochondrial
63494at7147	Complete	ptg000001l	4236279	4235415	-	248.1	173	https://v10-1.orthodb.org/?query=63494at7147	Immunoglobulin-like domain
63495at7147	Complete	ptg000009l	15189870	15193510	+	246.9	132	https://v10-1.orthodb.org/?query=63495at7147	Homeobox domain
63528at7147	Complete	ptg000010l	2068103	2067344	-	211.4	144	https://v10-1.orthodb.org/?query=63528at7147	uncharacterized protein LOC108097455
63584at7147	Complete	ptg000003l	21353656	21353206	-	215.5	119	https://v10-1.orthodb.org/?query=63584at7147	NADH dehydrogenase 
63623at7147	Complete	ptg000009l	8345786	8345065	-	319.4	164	https://v10-1.orthodb.org/?query=63623at7147	Dual specificity phosphatase
63626at7147	Complete	ptg000003l	21542629	21543906	+	325.3	205	https://v10-1.orthodb.org/?query=63626at7147	Tetraspanin
63631at7147	Complete	ptg000009l	11283466	11284043	+	213.3	124	https://v10-1.orthodb.org/?query=63631at7147	EF-hand domain
63685at7147	Complete	ptg000001l	21644573	21645308	+	229.2	133	https://v10-1.orthodb.org/?query=63685at7147	ORMDL family
63687at7147	Complete	ptg000009l	8145511	8142447	-	258.3	127	https://v10-1.orthodb.org/?query=63687at7147	AP complex subunit sigma
63760at7147	Complete	ptg000001l	18187351	18191649	+	211.1	126	https://v10-1.orthodb.org/?query=63760at7147	uncharacterized protein LOC108099984
63807at7147	Complete	ptg000002l	1473246	1474167	+	255.3	164	https://v10-1.orthodb.org/?query=63807at7147	Target SNARE coiled-coil homology domain
63838at7147	Complete	ptg000001l	7941042	7939797	-	519.6	326	https://v10-1.orthodb.org/?query=63838at7147	Transmembrane protein 43 family
63868at7147	Complete	ptg000009l	23573105	23573666	+	217.4	118	https://v10-1.orthodb.org/?query=63868at7147	Ribosomal protein S18
63882at7147	Complete	ptg000003l	5079928	5079228	-	280.1	162	https://v10-1.orthodb.org/?query=63882at7147	Inosine triphosphate pyrophosphatase
63901at7147	Complete	ptg000014l	4890537	4889721	-	341.6	211	https://v10-1.orthodb.org/?query=63901at7147	Short-chain dehydrogenase/reductase, conserved site
63928at7147	Complete	ptg000003l	2678194	2677601	-	215.1	122	https://v10-1.orthodb.org/?query=63928at7147	NADH dehydrogenase 
63978at7147	Complete	ptg000003l	5620478	5619654	-	335.8	183	https://v10-1.orthodb.org/?query=63978at7147	Mitochondrial import inner membrane translocase subunit Tim21
63988at7147	Complete	ptg000002l	7783499	7782629	-	297.1	188	https://v10-1.orthodb.org/?query=63988at7147	FAM192A/Fyv6, N-terminal
63993at7147	Complete	ptg000009l	9418220	9419066	+	261.9	190	https://v10-1.orthodb.org/?query=63993at7147	NADP-dependent oxidoreductase domain
64034at7147	Complete	ptg000014l	1140913	1141632	+	239.7	137	https://v10-1.orthodb.org/?query=64034at7147	NADH dehydrogenase 
64047at7147	Complete	ptg000002l	16180144	16178806	-	187.5	199	https://v10-1.orthodb.org/?query=64047at7147	ATPase, V1 complex, subunit S1
64062at7147	Complete	ptg000002l	10496919	10496084	-	383.2	206	https://v10-1.orthodb.org/?query=64062at7147	RuvA domain 2-like
64099at7147	Complete	ptg000003l	4503016	4503541	+	302.6	134	https://v10-1.orthodb.org/?query=64099at7147	Dim1 family
64101at7147	Complete	ptg000009l	5644744	5643898	-	211.5	112	https://v10-1.orthodb.org/?query=64101at7147	golgin subfamily A member 7
64113at7147	Complete	ptg000001l	10908733	10909256	+	229.7	127	https://v10-1.orthodb.org/?query=64113at7147	MIP18 family-like
64137at7147	Complete	ptg000014l	3188965	3188345	-	186.2	127	https://v10-1.orthodb.org/?query=64137at7147	Ribosomal protein L30, ferredoxin-like fold domain
64145at7147	Complete	ptg000002l	348655	349324	+	384.3	181	https://v10-1.orthodb.org/?query=64145at7147	Ribosomal protein L19
64151at7147	Complete	ptg000001l	9997698	9996938	-	181.5	141	https://v10-1.orthodb.org/?query=64151at7147	Tumour suppressing sub-chromosomal transferable candidate 4
64192at7147	Complete	ptg000002l	281265	278507	-	270.0	243	https://v10-1.orthodb.org/?query=64192at7147	neuropeptide-like 1 isoform X1
64239at7147	Complete	ptg000010l	5085830	5084739	-	359.6	210	https://v10-1.orthodb.org/?query=64239at7147	Sds3-like
64273at7147	Complete	ptg000003l	10408302	10407321	-	222.8	133	https://v10-1.orthodb.org/?query=64273at7147	FUN14
64310at7147	Complete	ptg000002l	14902699	14903638	+	355.2	194	https://v10-1.orthodb.org/?query=64310at7147	Translin
64344at7147	Complete	ptg000009l	21803365	21802387	-	219.2	175	https://v10-1.orthodb.org/?query=64344at7147	CBF1-interacting co-repressor CIR, N-terminal domain
64402at7147	Complete	ptg000001l	11682639	11683475	+	367.1	188	https://v10-1.orthodb.org/?query=64402at7147	RNA polymerase Rpb7-like , N-terminal
64430at7147	Complete	ptg000009l	1915778	1915139	-	254.9	131	https://v10-1.orthodb.org/?query=64430at7147	Trafficking protein particle complex subunit
64439at7147	Complete	ptg000003l	8517042	8516521	-	89.3	31	https://v10-1.orthodb.org/?query=64439at7147	Ribosomal protein S13/S15, N-terminal
64495at7147	Complete	ptg000010l	7778745	7779729	+	468.6	270	https://v10-1.orthodb.org/?query=64495at7147	DnaJ domain
64515at7147	Complete	ptg000029l	642874	643996	+	214.9	103	https://v10-1.orthodb.org/?query=64515at7147	Single domain Von Willebrand factor type C domain
64516at7147	Complete	ptg000002l	1143522	1144051	+	282.7	139	https://v10-1.orthodb.org/?query=64516at7147	Ribosomal protein S17/S11
64528at7147	Complete	ptg000003l	187777	183955	-	344.5	231	https://v10-1.orthodb.org/?query=64528at7147	Myc-type, basic helix-loop-helix (bHLH) domain
64568at7147	Complete	ptg000001l	5664368	5664982	+	225.7	119	https://v10-1.orthodb.org/?query=64568at7147	Zinc finger, CCHC-type
64595at7147	Complete	ptg000003l	4559115	4558688	-	239.0	116	https://v10-1.orthodb.org/?query=64595at7147	Ribosomal protein L27
64601at7147	Complete	ptg000002l	4194497	4193992	-	316.0	140	https://v10-1.orthodb.org/?query=64601at7147	Mago nashi protein
64660at7147	Complete	ptg000006l	1067844	1066986	-	294.3	147	https://v10-1.orthodb.org/?query=64660at7147	MORN motif
64681at7147	Complete	ptg000010l	2564036	2563298	-	237.2	165	https://v10-1.orthodb.org/?query=64681at7147	GINS complex, subunit Psf3
64694at7147	Complete	ptg000001l	20320433	20326024	+	372.1	185	https://v10-1.orthodb.org/?query=64694at7147	Defective in cullin neddylation protein
64773at7147	Complete	ptg000001l	6139639	6133466	-	204.5	129	https://v10-1.orthodb.org/?query=64773at7147	Insect cuticle protein
64796at7147	Complete	ptg000009l	20704898	20704246	-	234.5	134	https://v10-1.orthodb.org/?query=64796at7147	D-aminoacyl-tRNA deacylase
64824at7147	Complete	ptg000014l	805009	804382	-	349.0	195	https://v10-1.orthodb.org/?query=64824at7147	NFACT, RNA-binding domain
64834at7147	Complete	ptg000009l	24102718	24103387	+	233.6	152	https://v10-1.orthodb.org/?query=64834at7147	DnaJ domain
64910at7147	Complete	ptg000009l	15778971	15777901	-	257.8	138	https://v10-1.orthodb.org/?query=64910at7147	Armet protein
64928at7147	Complete	ptg000014l	832406	831959	-	209.4	101	https://v10-1.orthodb.org/?query=64928at7147	uncharacterized protein LOC108092924
64937at7147	Complete	ptg000001l	21738383	21738830	+	225.7	115	https://v10-1.orthodb.org/?query=64937at7147	RNA polymerase, Rpb8
64960at7147	Complete	ptg000003l	8482047	8484619	+	198.0	123	https://v10-1.orthodb.org/?query=64960at7147	uncharacterized protein LOC108092617
64967at7147	Complete	ptg000001l	1243489	1242883	-	291.0	175	https://v10-1.orthodb.org/?query=64967at7147	GINS complex, subunit Psf1
65010at7147	Complete	ptg000001l	20314101	20313048	-	326.4	211	https://v10-1.orthodb.org/?query=65010at7147	Protein FRG1
65072at7147	Complete	ptg000010l	6780314	6781596	+	233.2	157	https://v10-1.orthodb.org/?query=65072at7147	RNA-binding domain superfamily
65094at7147	Complete	ptg000009l	10836120	10836606	+	198.6	83	https://v10-1.orthodb.org/?query=65094at7147	AP complex subunit sigma
65148at7147	Complete	ptg000009l	2944654	2945275	+	173.7	109	https://v10-1.orthodb.org/?query=65148at7147	histone RNA hairpin-binding protein
65155at7147	Complete	ptg000002l	2709355	2708592	-	289.4	166	https://v10-1.orthodb.org/?query=65155at7147	Snf7 family
65163at7147	Complete	ptg000002l	15570065	15571268	+	218.6	163	https://v10-1.orthodb.org/?query=65163at7147	Uncharacterized protein, isoform A
65176at7147	Complete	ptg000001l	8342237	8338133	-	434.6	285	https://v10-1.orthodb.org/?query=65176at7147	RNA-binding domain superfamily
65211at7147	Complete	ptg000001l	4302729	4302092	-	161.5	112	https://v10-1.orthodb.org/?query=65211at7147	Uncharacterised protein family UPF0220
65216at7147	Complete	ptg000009l	10443143	10444176	+	226.7	126	https://v10-1.orthodb.org/?query=65216at7147	Archease domain
65219at7147	Complete	ptg000010l	3744278	3744866	+	204.3	117	https://v10-1.orthodb.org/?query=65219at7147	Transmembrane protein 242
65247at7147	Complete	ptg000010l	9509728	9511648	+	234.6	156	https://v10-1.orthodb.org/?query=65247at7147	UBA-like superfamily
65271at7147	Complete	ptg000001l	5373120	5371887	-	272.9	129	https://v10-1.orthodb.org/?query=65271at7147	Ubiquitin-conjugating enzyme E2
65272at7147	Complete	ptg000002l	11134202	11134460	+	183.0	81	https://v10-1.orthodb.org/?query=65272at7147	Ribosomal protein S12/S23
65279at7147	Complete	ptg000003l	12324974	12324200	-	241.8	112	https://v10-1.orthodb.org/?query=65279at7147	Protein quiver
65284at7147	Complete	ptg000003l	3137963	3137379	-	224.8	135	https://v10-1.orthodb.org/?query=65284at7147	Cornichon
65304at7147	Complete	ptg000010l	11814000	11819384	+	263.4	144	https://v10-1.orthodb.org/?query=65304at7147	Alpha crystallin/Hsp20 domain
65313at7147	Complete	ptg000009l	6040940	6040300	-	188.5	142	https://v10-1.orthodb.org/?query=65313at7147	Pre-rRNA-processing protein TSR2
65345at7147	Complete	ptg000010l	10113910	10113030	-	210.0	127	https://v10-1.orthodb.org/?query=65345at7147	Mitochondrial 18kDa protein
65355at7147	Complete	ptg000001l	19638765	19637814	-	310.6	230	https://v10-1.orthodb.org/?query=65355at7147	tRNA/rRNA methyltransferase, SpoU type
65376at7147	Complete	ptg000001l	16167830	16168622	+	299.3	157	https://v10-1.orthodb.org/?query=65376at7147	Translocon-associated protein subunit beta
65379at7147	Complete	ptg000003l	5111849	5112519	+	253.0	146	https://v10-1.orthodb.org/?query=65379at7147	Selenoprotein, Rdx-type
65381at7147	Complete	ptg000041l	1083447	1082793	-	264.2	137	https://v10-1.orthodb.org/?query=65381at7147	Mitochondrial import inner membrane translocase subunit Tim23
65409at7147	Complete	ptg000009l	15766033	15767983	+	327.8	273	https://v10-1.orthodb.org/?query=65409at7147	Chitin binding domain
65498at7147	Complete	ptg000010l	7037576	7037171	-	208.7	100	https://v10-1.orthodb.org/?query=65498at7147	Glutaredoxin
65504at7147	Complete	ptg000003l	5111092	5110639	-	194.6	120	https://v10-1.orthodb.org/?query=65504at7147	Zinc finger, HIT-type
65531at7147	Complete	ptg000009l	4175292	4176010	+	383.7	192	https://v10-1.orthodb.org/?query=65531at7147	Pre-mRNA-splicing factor SPF27
65562at7147	Complete	ptg000002l	13172040	13173358	+	261.9	130	https://v10-1.orthodb.org/?query=65562at7147	40S ribosomal protein S11
65579at7147	Complete	ptg000003l	15164131	15164677	+	274.2	133	https://v10-1.orthodb.org/?query=65579at7147	Transcription factor CBF/NF-Y/archaeal histone domain
65583at7147	Complete	ptg000010l	5514860	5516012	+	291.1	224	https://v10-1.orthodb.org/?query=65583at7147	Domain of unknown function DUF2040
65634at7147	Complete	ptg000010l	10057390	10058588	+	357.1	260	https://v10-1.orthodb.org/?query=65634at7147	Histone-fold
65636at7147	Complete	ptg000009l	17820307	17819869	-	240.2	106	https://v10-1.orthodb.org/?query=65636at7147	DNA-directed RNA polymerase subunit
65644at7147	Complete	ptg000002l	18631107	18631571	+	140.8	74	https://v10-1.orthodb.org/?query=65644at7147	Iron sulphur-containing domain, CDGSH-type
65680at7147	Complete	ptg000009l	13447949	13446909	-	332.8	165	https://v10-1.orthodb.org/?query=65680at7147	Mitochondrial import inner membrane translocase subunit Tim22
65709at7147	Complete	ptg000002l	17737953	17740962	+	232.0	147	https://v10-1.orthodb.org/?query=65709at7147	LysM domain
65747at7147	Complete	ptg000009l	1569799	1577796	+	218.6	126	https://v10-1.orthodb.org/?query=65747at7147	DnaJ domain
65772at7147	Complete	ptg000002l	7944511	7943623	-	222.8	122	https://v10-1.orthodb.org/?query=65772at7147	PDZ domain
65776at7147	Complete	ptg000009l	20399309	20398325	-	240.4	180	https://v10-1.orthodb.org/?query=65776at7147	Thiamin pyrophosphokinase
65784at7147	Complete	ptg000003l	13524856	13524287	-	191.2	110	https://v10-1.orthodb.org/?query=65784at7147	Complex 1 LYR protein
65789at7147	Complete	ptg000014l	5494145	5494628	+	248.7	121	https://v10-1.orthodb.org/?query=65789at7147	Ribosomal protein L14P
65802at7147	Complete	ptg000003l	15907212	15905964	-	253.2	144	https://v10-1.orthodb.org/?query=65802at7147	NADH dehydrogenase 1, beta subcomplex, subunit 6
65812at7147	Complete	ptg000003l	1613405	1612181	-	331.1	253	https://v10-1.orthodb.org/?query=65812at7147	Secretion-regulating guanine nucleotide exchange factor
65829at7147	Complete	ptg000003l	10047920	10048520	+	337.0	162	https://v10-1.orthodb.org/?query=65829at7147	PIN domain
65841at7147	Complete	ptg000003l	10641445	10642192	+	307.7	183	https://v10-1.orthodb.org/?query=65841at7147	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
65846at7147	Complete	ptg000009l	21721603	21720796	-	295.0	188	https://v10-1.orthodb.org/?query=65846at7147	Exoribonuclease, PH domain 2 superfamily
65900at7147	Complete	ptg000002l	5001088	4998787	-	643.0	439	https://v10-1.orthodb.org/?query=65900at7147	Protein of unknown function DUF3669, zinc finger protein
65912at7147	Complete	ptg000009l	4437621	4439508	+	259.9	134	https://v10-1.orthodb.org/?query=65912at7147	EF-hand domain
65916at7147	Complete	ptg000003l	22897348	22896871	-	251.8	133	https://v10-1.orthodb.org/?query=65916at7147	Ribosomal protein L21e
65948at7147	Complete	ptg000010l	1425222	1424379	-	303.4	178	https://v10-1.orthodb.org/?query=65948at7147	TM2 domain
65949at7147	Complete	ptg000009l	18766572	18767325	+	220.6	193	https://v10-1.orthodb.org/?query=65949at7147	Elongator complex protein 6
65971at7147	Complete	ptg000001l	16169504	16169030	-	237.1	125	https://v10-1.orthodb.org/?query=65971at7147	Trafficking protein particle complex subunit 2
65974at7147	Complete	ptg000014l	5394894	5396315	+	236.1	111	https://v10-1.orthodb.org/?query=65974at7147	Ribosomal protein S12, bacterial-type
66038at7147	Complete	ptg000009l	15941703	15942226	+	274.9	133	https://v10-1.orthodb.org/?query=66038at7147	Histone deacetylase complex subunit SAP18
66044at7147	Complete	ptg000003l	8475766	8476144	+	76.6	72	https://v10-1.orthodb.org/?query=66044at7147	Protein quiver
66070at7147	Complete	ptg000001l	22276952	22280964	+	308.9	173	https://v10-1.orthodb.org/?query=66070at7147	DnaJ domain
66084at7147	Complete	ptg000014l	3732857	3733810	+	364.0	221	https://v10-1.orthodb.org/?query=66084at7147	XPA
66091at7147	Complete	ptg000003l	18894517	18896631	+	520.9	451	https://v10-1.orthodb.org/?query=66091at7147	WD40/YVTN repeat-like-containing domain superfamily
66109at7147	Complete	ptg000003l	1315531	1316188	+	135.6	102	https://v10-1.orthodb.org/?query=66109at7147	Protein of unknown function DUF4790
66133at7147	Complete	ptg000002l	4657773	4656722	-	266.5	143	https://v10-1.orthodb.org/?query=66133at7147	MIP18 family-like
66155at7147	Complete	ptg000009l	20157877	20159447	+	275.5	157	https://v10-1.orthodb.org/?query=66155at7147	Zona pellucida domain
66297at7147	Complete	ptg000009l	6882472	6883065	+	164.2	109	https://v10-1.orthodb.org/?query=66297at7147	Uncharacterised domain SAYSvFN
66305at7147	Complete	ptg000003l	9318871	9318089	-	196.8	147	https://v10-1.orthodb.org/?query=66305at7147	Coiled-coil domain-containing protein 43
